Time Code,Country Code,"Population, total",Population growth (annual %),Surface area (sq. km),"GNI, Atlas method (current US$)","GNI per capita, Atlas method (current US$)","GNI, PPP (current international $)","GNI per capita, PPP (current international $)","Life expectancy at birth, total (years)","Fertility rate, total (births per woman)","Adolescent fertility rate (births per 1,000 women ages 15-19)","Mortality rate, under-5 (per 1,000 live births)","Immunization, measles (% of children ages 12-23 months)",Forest area (sq. km),CO2 emissions (metric tons per capita),GDP (current US$) [NY.GDP.MKTP.CD],GDP growth (annual %),"Inflation, GDP deflator (annual %)","Agriculture, forestry, and fishing, value added (% of GDP)","Industry (including construction), value added (% of GDP)",Exports of goods and services (% of GDP),Imports of goods and services (% of GDP),Gross capital formation (% of GDP),Mobile cellular subscriptions (per 100 people),Merchandise trade (% of GDP),Net barter terms of trade index (2000 = 100),"Personal remittances, paid (current US$)","Foreign direct investment, net inflows (BoP, current US$)",GDP per capita (current US$),"Foreign direct investment, net (BoP, current US$)","Inflation, consumer prices (annual %)","Labor force, female (% of total labor force)","Mortality rate, adult, male (per 1,000 male adults)","Mortality rate, adult, female (per 1,000 female adults)",Number of infant deaths,Number of maternal deaths,Number of neonatal deaths,People practicing open defecation (% of population)
YR2007,AFG,27100536.0,2.493842299,652860.0,,,,,59.375,6.555,133.092,100.1,55.0,13500.0,0.08389280566,9747886105.0,13.82631954,22.52775621,30.10501136,26.88224161,19.11769889,62.27575653,20.06892061,17.22510581,35.65901327,127.5002202,,188690000.0,359.69347999999997,,8.680570785,32.78582758,286.238,243.045,81983.0,13000.0,60036.0,20.939464899999997
YR2007,ALB,2970017.0,-0.7557187554000001,28750.0,10273104718.0,3460.0,22212013585.0,7480.0,75.646,1.671,18.457,16.7,97.0,7799.60022,1.322334855,10677321490.0,5.979982036,4.3898996839999995,17.1536228,25.340299899999998,28.24787244,54.95422835,34.4619786,76.54705112,49.31948527,91.25109281,9940000.0,652275603.7,3595.0371630000004,-647365283.8,2.9326824819999997,42.24927561,105.914,59.481,554.0,7.0,269.0,0.5272768646
YR2007,DZA,34166972.0,1.551382583,2381740.0,122870772520.0,3600.0,400469724028.0,11720.0,73.936,2.6489999999999996,9.687000000000001,30.7,92.0,16888.000490000002,3.2020673360000003,134977087734.0,3.372875154,6.423261755,7.57092488,57.67524372,47.06816355,24.86996339,34.46948119,80.67065762,65.04363183,189.5417271,48863732.65,1686736540.0,3950.5136049999996,-1539745128.0,3.678995747,15.80293199,122.99700000000001,97.069,19704.0,920.0,14207.0,3.42284116
YR2007,ASM,58365.0,-1.263296561,200.0,,,,,,,,,,178.0999947,,520000000.0,1.9635343619999999,2.8198074280000003,,,97.11538462,119.42307690000001,,,152.1153846,173.472981,,,8909.449156,,,,,,,,,0.7280376290999999
YR2007,AND,82684.0,2.066338175,470.0,,,,,,1.18,,4.8,94.0,160.0,6.519387064,4016972351.0,0.040011066889999995,3.8698107110000004,0.3993457817,15.46170097,,,,76.80204151,,,,,48582.22088,,,,,,4.0,,2.0,0.0
YR2007,AGO,20905363.0,3.68063537,1246700.0,51492997442.0,2460.0,105235825479.0,5030.0,52.177,6.372000000000001,181.229,147.7,58.0,588543.9844,1.203134,65266452081.0,14.01001824,4.30841553,5.242278337,61.88353785,67.90578337,40.15428452,25.73057936,23.73331666,88.95381647,195.0123821,602671451.3,-893342152.0,3121.995637,1805123607.0,12.25149745,49.02288641,333.3730000000001,260.676,87025.0,4300.0,39942.0,32.95845221
YR2007,ATG,84026.0,1.5858306309999999,440.0,1266512290.0,15070.0,2017971154.0,24020.0,75.376,2.023,51.16,11.3,99.0,98.00000191,5.5860804989999995,1311401333.0,9.25942056,3.738825165,1.607652611,17.75960835,44.32581534,71.09739211,,133.74550729999999,60.01213969,82.52818667,2131100.37,338204733.3,15607.089869999998,-338204733.3,1.4160525940000002,,167.42700000000005,118.561,13.0,1.0,10.0,0.7631981056
YR2007,ARG,39684295.0,0.9988589037000001,2780400.0,258429317135.0,6510.0,656745628034.0,16550.0,74.78699999999998,2.38,62.938,15.7,94.0,295500.0,4.414246417,287530508431.0,9.007650875,14.93992502,7.4523539460000015,27.41523613,22.66275031,18.28242031,20.099113199999998,101.8079595,34.94759584,124.3892748,463192097.3,6473150000.0,7245.448317,-4968924801.0,,41.54655912,166.981,89.848,10242.0,410.0,6132.0,1.6360883430000002
YR2007,ARM,2932618.0,-0.8721605805,29740.0,8096070935.0,2760.0,20429404287.0,6970.0,72.815,1.702,27.785,21.6,92.0,3316.0000609999997,1.726828042,9206301700.0,13.74920196,4.232770383,,,19.18563442,39.15081126,38.16099878,63.98416023,48.01059257,114.7128519,238832730.7,667671562.1,3139.277499,-658779848.0,4.407360896,46.26206207,200.65,90.772,831.0,14.0,495.0,0.03996995606
YR2007,ABW,101222.0,0.38405241799999995,180.0,2194516015.0,21680.0,3268910747.0,32290.0,74.57600000000002,1.76,33.861999999999995,,,4.199999869,27.89502282,2615083799.0,1.800225854,5.9498070389999995,0.4052339244,18.98011109,66.16107669,76.7998291,32.51442,112.21473590000002,395.1142918,114.9752771,73072625.7,-471005586.6,25835.13267,510558659.2,5.391620368,,128.52700000000002,79.922,,,,1.296790404
YR2007,AUS,20827600.0,0.624678435,7741220.0,776910490893.0,37300.0,727501373534.0,34930.0,81.29268293,1.959,17.1,5.4,94.0,1258690.0,17.86526004,853099630996.0,3.844300542,5.011640451,2.201100136,25.65311943,20.20360889,21.84783079,27.57140898,101.6430022,35.9505489,152.36441090000002,2980870874.0,44440090038.0,40960.054489999995,-30020094089.0,2.327611289,44.92778491,84.729,48.119,1273.0,15.0,871.0,0.0
YR2007,AUT,8295487.0,0.32414653530000004,83879.00391,369206548429.0,44510.0,326450890545.0,39350.0,80.18048780000002,1.38,11.127,4.6,79.0,38546.000980000004,8.406418936,388691445387.0,3.727415176,2.221175991,1.41639156,27.57263882,52.56086942,48.17238464,24.5843049,119.2243632,84.04018248,140.033718,2592561158.0,68885359636.0,46855.77175,10177102307.0,2.168555998,45.48994445,104.25299999999999,51.858000000000004,296.0,4.0,207.0,0.0
YR2007,AZE,8581300.0,1.133855466,86600.0,23292636966.0,2710.0,92409698738.0,10770.0,69.752,1.97,38.485,46.1,75.0,9296.400146,3.5553401,33050343783.0,25.46321591,20.58248282,6.5400821570000005,66.16032863,68.12891169,28.51289646,21.52500837,51.798190399999996,82.64361841,153.3713687,404535000.0,4594234000.0,3851.437869,5034521000.0,16.66125777,48.00747722,191.498,91.855,5634.0,49.0,3501.0,0.2096287964
YR2007,BHS,337389.0,1.901849904,13880.0,10489877723.0,31090.0,10229754525.0,30320.0,71.998,1.8769999999999998,39.464,14.2,96.0,5150.0,5.010498268,10618340000.0,1.446544635,2.9475145069999997,1.093391246,9.259451101,40.09195411,47.92086145,30.51041877,110.8509762,35.39159605,91.36015242,94990000.0,713350000.0,31472.09897,-713350000.0,2.492577949,48.02851937,216.82299999999998,132.382,59.0,4.0,44.0,0.7102733151
