Time Code,Country Code,"Population, total",Population growth (annual %),Surface area (sq. km),"GNI, Atlas method (current US$)","GNI per capita, Atlas method (current US$)","GNI, PPP (current international $)","GNI per capita, PPP (current international $)","Life expectancy at birth, total (years)","Fertility rate, total (births per woman)","Adolescent fertility rate (births per 1,000 women ages 15-19)","Mortality rate, under-5 (per 1,000 live births)","Immunization, measles (% of children ages 12-23 months)",Forest area (sq. km),CO2 emissions (metric tons per capita),GDP (current US$) [NY.GDP.MKTP.CD],GDP growth (annual %),"Inflation, GDP deflator (annual %)","Agriculture, forestry, and fishing, value added (% of GDP)","Industry (including construction), value added (% of GDP)",Exports of goods and services (% of GDP),Imports of goods and services (% of GDP),Gross capital formation (% of GDP),Mobile cellular subscriptions (per 100 people),Merchandise trade (% of GDP),Net barter terms of trade index (2000 = 100),"Personal remittances, paid (current US$)","Foreign direct investment, net inflows (BoP, current US$)",GDP per capita (current US$),"Foreign direct investment, net (BoP, current US$)","Inflation, consumer prices (annual %)","Labor force, female (% of total labor force)","Mortality rate, adult, male (per 1,000 male adults)","Mortality rate, adult, female (per 1,000 female adults)",Number of infant deaths,Number of maternal deaths,Number of neonatal deaths,People practicing open defecation (% of population)
YR2009,AFG,28394813.0,2.3970209909999998,652860.0,12652732366.0,450.0,41187103443.0,1450.0,60.483999999999995,6.18,120.17399999999999,91.9,60.0,13500.0,0.2383985413,12439087077.0,21.39052841,-2.163404438,29.29750105,21.89712221,22.70032338,66.66455039,17.99143563,36.97858479,30.05847597,140.36480830000002,624996676.8,56107246.5,438.07603439999997,-56107246.5,-6.811161089,32.83070633,276.279,233.662,77297.0,12000.0,57378.0,19.24209123
YR2009,ALB,2927519.0,-0.6738940465000001,28750.0,12529071700.0,4280.0,25395256474.0,8670.0,76.221,1.652,19.3662,14.4,97.0,7775.200195,1.495600199,12044208086.0,3.3499939010000004,2.422592786,16.79440895,24.41368311,25.24074861,49.85416579,34.55784589,82.86919686,46.83578995,90.65615398,229819782.3,1344156095.0,4114.1348990000015,-950761387.6,2.231396835,41.54512462,106.094,56.953,459.0,7.0,216.0,0.332860769
YR2009,DZA,35333881.0,1.722093224,2381740.0,151578271289.0,4290.0,430160648946.0,12170.0,74.64399999999998,2.799,10.4346,28.3,92.0,18415.99976,3.435787368,137211039898.0,1.6322438380000002,-11.18979348,9.342873557999999,47.90116253,35.37165064,35.95267771,46.87646013,92.63014159,61.56064415,171.2472174,45702405.84,2746930734.0,3883.2711270000004,-2532507565.0,5.737060361,16.76722085,118.589,93.611,20132.0,990.0,14807.0,2.693679882
YR2009,ASM,56683.0,-1.4171465540000001,200.0,,,,,,,,,,177.5,,678000000.0,-4.237288136,25.75488455,,,78.17109145,82.00589971,,,142.4778761,154.2282596,,,11961.25823,,,,,,,,,0.7250188146
YR2009,AND,84463.0,0.7140977917,470.0,,,,,,1.19,,4.4,98.0,160.0,6.121579862999999,3660530703.0,-3.69065351,-1.3800000000000007e-05,0.43493937039999997,14.38525912,,,,76.42281236,,,,,43338.866760000004,,,,,,3.0,,2.0,0.0
YR2009,AGO,22514281.0,3.703877683,1246700.0,71273450786.0,3170.0,123862171068.0,5500.0,54.31100000000001,6.26,175.6974,129.0,46.0,586048.0078,1.234425074,70307163678.0,0.8587126151000001,-16.76108205,6.62119707,44.05637617,58.75730302,63.68883933,42.82085881,36.01900945,90.30089777,163.8988129,715962015.8,2205298180.0,3122.780766,-2198545055.0,13.73028393,49.16148163,315.675,242.637,81857.0,3700.0,39259.0,30.37016336
YR2009,ATG,86746.0,1.5673336880000002,440.0,1176196661.0,13560.0,1818817784.0,20970.0,75.683,1.993,49.496,10.2,99.0,98.00000191,5.875925115,1224253000.0,-12.10753619,1.788009653,1.4967070930000002,19.48801069,45.8747921,57.70679027,,155.5403131,47.78424068,81.69772207,2122362.963,80646652.59,14113.07726,-80646652.59,-0.5501599954999999,,163.57299999999995,115.501,12.0,1.0,8.0,0.5968417081
YR2009,ARG,40482788.0,0.9995447341,2780400.0,315586430026.0,7800.0,657382734891.0,16240.0,75.116,2.355,63.1896,14.9,96.0,289140.0,4.445387803,332976484578.0,-5.918525076,15.37764937,5.2736234689999995,25.2842048,19.56098506,14.49614185,16.05311236,129.6422074,28.36776901,140.6669809,766571548.3,4017158925.0,8225.137176,-3305612521.0,,41.58252067,163.20600000000005,87.87799999999999,9819.0,410.0,5798.0,1.786351155
YR2009,ARM,2888092.0,-0.6738112803,29740.0,9630072525.0,3330.0,19030029139.0,6590.0,73.118,1.719,26.6078,19.5,96.0,3312.000122,1.5096690130000001,8647936748.0,-14.14998864,2.556935053,,,15.47447505,43.00439482,33.82202543,75.88054674,46.61227432,114.6122912,180494515.9,760040745.9,2994.342544,-707800329.9,3.4067668269999998,46.33110921,193.005,85.71799999999998,767.0,14.0,455.0,0.029059076160000002
YR2009,ABW,101455.0,0.09565462509,180.0,2411358839.0,23770.0,3394670605.0,33460.0,74.872,1.761,31.721999999999998,,,4.199999869,25.91532206,2498882682.0,-10.51974761,1.727072277,0.44039794320000003,16.175407999999994,63.78269618,76.27990163,30.29286832,126.16430929999999,176.0965795,91.37425051,72960893.85,-10614525.14,24630.453709999998,12122905.03,-2.136300373,,125.241,77.789,,,,1.367339443
