Time Code,Country Code,"Population, total",Population growth (annual %),Surface area (sq. km),"GNI, Atlas method (current US$)","GNI per capita, Atlas method (current US$)","GNI, PPP (current international $)","GNI per capita, PPP (current international $)","Life expectancy at birth, total (years)","Fertility rate, total (births per woman)","Adolescent fertility rate (births per 1,000 women ages 15-19)","Mortality rate, under-5 (per 1,000 live births)","Immunization, measles (% of children ages 12-23 months)",Forest area (sq. km),CO2 emissions (metric tons per capita),GDP (current US$) [NY.GDP.MKTP.CD],GDP growth (annual %),"Inflation, GDP deflator (annual %)","Agriculture, forestry, and fishing, value added (% of GDP)","Industry (including construction), value added (% of GDP)",Exports of goods and services (% of GDP),Imports of goods and services (% of GDP),Gross capital formation (% of GDP),Mobile cellular subscriptions (per 100 people),Merchandise trade (% of GDP),Net barter terms of trade index (2000 = 100),"Personal remittances, paid (current US$)","Foreign direct investment, net inflows (BoP, current US$)",GDP per capita (current US$),"Foreign direct investment, net (BoP, current US$)","Inflation, consumer prices (annual %)","Labor force, female (% of total labor force)","Mortality rate, adult, male (per 1,000 male adults)","Mortality rate, adult, female (per 1,000 female adults)",Number of infant deaths,Number of maternal deaths,Number of neonatal deaths,People practicing open defecation (% of population)
YR2010,AFG,29185507.0,2.74657628,652860.0,14872471842.0,510.0,47871884294.0,1640.0,61.028,5.977,113.715,88.0,62.0,13500.0,0.2899876298,15856574731.0,14.36244146,3.814630326,26.21006854,21.1514207,18.5741707,62.75031392,17.95907156,35.00312672,34.95080176,146.8561372,788698416.8,190774432.0,543.3030418999998,-190774432.0,2.1785375240000002,32.95050028,271.29900000000004,228.97099999999998,74766.0,11000.0,55878.0,18.39552889
YR2010,ALB,2913021.0,-0.49646196340000004,28750.0,12709240066.0,4360.0,27766420838.0,9530.0,76.562,1.66,19.8208,13.3,99.0,7762.9998780000005,1.5785735840000001,11926953214.0,3.7068806839999997,4.493165702,17.95585554,24.93748652,27.97944553,48.56397146,30.30868009,91.32805273,49.895391499999995,94.74224815,209306821.6,1090111755.0,4094.3588159999995,-1043511678.0,3.615384615,42.38111863,106.184,55.68899999999999,422.0,7.0,207.0,0.30043373
YR2010,DZA,35977455.0,1.8050186959999999,2381740.0,161080584687.0,4480.0,454249931831.0,12630.0,74.938,2.86,10.8084,27.4,95.0,19180.0,3.312560602,161207268655.0,3.634145353,16.08171712,8.466785564,50.49466489,38.44454785,31.42211391,41.43029296,91.11307345,60.49727212,225.0974547,27971375.75,2300369124.0,4480.785777,-2081136054.0,3.911061955,16.88061643,116.385,91.882,20342.0,1000.0,15001.0,2.348326961
YR2010,ASM,56079.0,-1.071293125,200.0,,,,,,,,,,177.0999908,,576000000.0,0.4424778761,-15.418502199999999,,,63.19444444,93.22916667,,,118.22916670000001,157.58481519999995,,,10271.22452,,,,,,,,,0.722
YR2010,AND,84449.0,-0.01657667902,470.0,,,,,,1.27,,4.2,99.0,160.0,6.122594702000001,3355695364.0,-5.358825775,1.599942786,0.49969410509999995,13.45661226,,,,77.5556845,,,,,39736.35406000001,,,,,,3.0,,2.0,0.0
YR2010,AGO,23356246.0,3.6714624010000003,1246700.0,75763529024.0,3240.0,131473655217.0,5630.0,55.35,6.194,172.9316,120.5,62.0,584800.0,1.244091538,83799496611.0,4.859219584,31.6891692,6.1802931810000015,52.36843489,61.54311272,42.58051724,28.19730976,40.26060095,80.26539862,196.0375445,714458886.0,-3227211182.0,3587.883798,4567640566.0,14.46965649,49.21944427,306.825,233.61700000000002,79169.0,3500.0,38823.0,29.07073841
YR2010,ATG,88028.0,1.4670637430000002,440.0,1117224254.0,12690.0,1732805665.0,19680.0,75.82300000000002,1.9880000000000002,48.663999999999994,9.6,98.0,98.00000191,5.956979597,1152469074.0,-7.200024461,1.440233795,1.627626225,16.13951881,45.45318401,58.91089871,,190.81428640000001,47.46331267,73.97298453,2066960.0,96679207.78,13092.07382,-96679207.78,3.370025402,,161.64600000000004,113.97,11.0,1.0,8.0,0.5136635093999999
YR2010,ARG,40788453.0,0.7522130523,2780400.0,378241273936.0,9270.0,729853440301.0,17890.0,75.278,2.346,63.3154,14.4,95.0,285960.0,4.6071637480000005,423627422092.0,10.12539816,20.91512427,7.132167451,25.25877626,18.93382341,16.03718986,17.70553381,139.580018,29.50233943,144.6497531,1037765446.0,11332718626.0,10385.96443,-10367957946.0,,41.14026987,161.31799999999996,86.89299999999999,9545.0,380.0,5676.0,1.862233927
YR2010,ARM,2877319.0,-0.3737118668,29740.0,9986732752.0,3470.0,19826473931.0,6890.0,73.331,1.722,26.0192,18.5,97.0,3310.0,1.46561782,9260284938.0,2.199999998,7.768715483999999,,,20.83010917,45.31720064,25.96882547,134.3387369,51.76946533,131.0318916,227429876.3,529321391.6,3218.372707,-501862329.0,8.176361385,45.64454526,189.18200000000002,83.191,733.0,14.0,433.0,0.023628785299999996
YR2010,ABW,101669.0,0.21070880760000002,180.0,2274835962.0,22370.0,3228330191.0,31750.0,75.017,1.768,30.651999999999997,,,4.199999869,24.67052887,2390502793.0,-3.685029581,-0.6770539729,,,61.04229960000001,77.5648516,28.93199346,129.636369,69.39471839,95.41610318,64916201.12,186759776.5,23512.6026,-184022346.4,2.07773902,,123.598,76.722,,,,1.4026139619999998
YR2010,AUS,22031750.0,1.555489589,7741220.0,1027320681305.0,46630.0,832727650434.0,37800.0,81.69512195,1.9280000000000002,14.2212,4.8,94.0,1232110.0,17.74084505,1146138465604.0,2.067520093,1.16717956,2.197568265,25.15141664,19.81000775,20.83966397,26.85114098,101.55868199999999,36.1451092,178.7263134,4655461397.0,35210733743.0,52022.1256,-17142068311.0,2.9183400269999997,45.08401721,78.634,45.70399999999999,1198.0,16.0,823.0,0.0
YR2010,AUT,8363404.0,0.2403942995,83879.00391,414882679333.0,49610.0,354252259996.0,42360.0,80.5804878,1.44,9.5292,4.3,80.0,38600.0,8.071131802,391892746545.0,1.837094592,0.8730540561,1.267327672,25.53499425,51.26216033,47.75763591,22.60784712,145.5537959,79.50364041,131.2461572,2990633136.0,-22005597161.0,46858.04327,7680910617.0,1.81353628,46.13932513,100.315,48.68899999999999,279.0,4.0,196.0,0.0
YR2010,AZE,9054332.0,1.1897877079999999,86600.0,48925635555.0,5400.0,135207522670.0,14930.0,70.938,1.92,44.938,37.6,89.0,10082.99988,3.3882258789999997,52902703376.0,4.78883271,13.8276656,5.544566112999999,59.99481926,54.30472154,20.68126693,18.05957848,100.7489875,62.79830307,155.7278385,953589000.0,3352997000.0,5842.805784,-331155000.0,5.73238743,48.71536424,182.472,89.375,5245.0,51.0,3340.0,0.2382424207
YR2010,BHS,354942.0,1.5153310480000002,13880.0,10067958323.0,28370.0,10116194478.0,28500.0,72.14399999999998,1.865,35.4638,12.9,94.0,5150.0,4.659400691,10095760000.0,1.538777407,-0.3926782996,1.097490432,11.49987718,34.95328732,43.72231511,27.98600601,120.68929569999999,32.61765335,83.51082572,88040000.0,871970000.0,28443.40766,-871970000.0,1.344027384,47.69454224,209.197,126.411,56.0,4.0,40.0,0.5276192245
